publish_date,headline_category,headline_text,commodity,sentiment_positive,sentiment_neutral,sentiment_negative,sentiment_label,price_direction_override_applied
2013-08-13,city.lucknow,Short supply from Maharashtra; onion at Rs 60 per kg,Onion,0.04330986738204956,0.49056223034858704,0.46612784266471863,neutral,False
2013-08-13,city.pune,At Rs 70/kg; onion prices soar to 3-year high in Pune,Onion,0.026442697271704674,0.04498719424009323,0.928570032119751,negative,True
2013-08-13,city.mangaluru,Onion; green chilly prices head north,Onion,0.25551560521125793,0.6547774076461792,0.08970697224140167,neutral,False
2013-08-13,city.delhi,Onion prices soar; selling at up to Rs 80/kg,Onion,0.021621963009238243,0.15905213356018066,0.8193259239196777,negative,True
2013-08-13,city.nashik,Wholesale onion prices soar to all-time high in Lasalgaon,Onion,0.018924696370959282,0.052407242357730865,0.9286680221557617,negative,True
2013-08-13,city.mumbai,Onion prices shoot up to Rs 60 per kg,Onion,0.017238887026906013,0.28523626923561096,0.6975248456001282,negative,True
2013-08-14,city.mumbai,Maharashtra blames farmers for onion tears,Onion,0.023351266980171204,0.18637771904468536,0.7902710437774658,negative,False
2013-08-14,city.patna,Skyrocketing onion prices bring tears; literally!,Onion,0.03228221461176872,0.3823757469654083,0.5853420495986938,negative,False
2013-08-14,city.delhi,CM seeks cut in onion export,Onion,0.09325231611728668,0.18581892549991608,0.7209286689758301,negative,False
2013-08-14,city.kolkata,Onion may touch Rs 100/kg by Durga Puja in Kolkata,Onion,0.2210342288017273,0.7289925217628479,0.0499732680618763,neutral,False
2013-08-14,city.bhubaneswar,Teary eyes over onion price,Onion,0.12592454254627228,0.49113941192626953,0.3829360902309418,neutral,False
2013-08-14,city.chandigarh,Weep away as onion prices hit Rs 60 mark,Onion,0.150493323802948,0.15756100416183472,0.6919457316398621,negative,False
2013-08-14,city.jaipur,Vegetable prices too soar after onion,Onion,0.06122198328375816,0.4555845558643341,0.4831934869289398,negative,False
2013-08-14,city.ranchi,Radish replaces expensive onion on hotel platters,Onion,0.07091221958398819,0.7541105151176453,0.17497724294662476,neutral,False
2013-08-15,city.nashik,Onion prices stabilise at Lasalgaon,Onion,0.8696995377540588,0.10217759758234024,0.0281227994710207,positive,False
2013-08-15,city.mumbai,Onion rates stabilize for first time in a week,Onion,0.5372878313064575,0.10667221993207932,0.35603994131088257,positive,False
2013-08-15,city.bhubaneswar,Suspend export of onion: CM,Onion,0.027947908267378807,0.8627973794937134,0.10925465077161789,neutral,False
2013-08-15,city.allahabad,BJP protests against onion prices,Onion,0.05399547517299652,0.2700772285461426,0.6759272813796997,negative,False
2013-08-15,city.pune,Onion price hovers around 80/kg; brace to pay more,Onion,0.08584684878587723,0.8789782524108887,0.03517487272620201,neutral,False
2013-08-15,city.varanasi,Encourage Vindhya farmers to grow kharif onion: Scientist,Onion,0.15971525013446808,0.8311402797698975,0.009144478477537632,neutral,False
2013-08-16,city.delhi,Pricey onion cut down to size,Onion,0.09996949881315231,0.17457929253578186,0.7254512310028076,negative,False
2013-08-17,city.pune,Onion supply dips further; price to go up,Onion,0.04629296436905861,0.023854941129684448,0.9298521280288696,negative,False
2013-08-17,city.mumbai,Onion defies pricing logic; scales Rs 80 in slum pockets but stays at Rs 60 elsewhere,Onion,0.02783946692943573,0.24698138236999512,0.725179135799408,negative,False
2013-08-17,india,Hoarding pushing onion prices up; govt finds,Onion,0.07709654420614243,0.04407273977994919,0.8788307309150696,negative,False
2013-08-17,city.delhi,Onion price chopped to Rs 50 in Delhi,Onion,0.213886097073555,0.7320350408554077,0.054078880697488785,neutral,False
2013-08-18,city.nashik,Onion auction on in Lasalgaon during weekend; prices drop marginally,Onion,0.015348556451499462,0.01678602397441864,0.9678653478622437,negative,False
2013-08-19,city.kolkata,Our onion sells cheap in Bangla,Onion,0.20920459926128387,0.7724495530128479,0.01834588497877121,neutral,False
2013-08-19,india,Can't predict when onion prices will ease; Sharad Pawar says,Onion,0.21089984476566315,0.6606273651123047,0.12847281992435455,neutral,False
2013-08-20,city.hyderabad,Onion prices to drop with supply boost,Onion,0.033365070819854736,0.03420661389827728,0.9324284195899963,negative,False
2013-08-20,india,Sheila hits back; slams rivals for onion 'gimmick',Onion,0.04458798095583916,0.17517025768756866,0.7802417874336243,negative,False
2013-08-20,city.mysuru,Rising onion price makes hoteliers cry in Mysore,Onion,0.0676189735531807,0.08988121151924133,0.8424997925758362,negative,False
2013-08-20,city.nashik,Onion prices fall 20 at Lasalgaon,Onion,0.023323677480220795,0.026429757475852966,0.9502466320991516,negative,False
2013-08-20,city.pune,Small eateries charge for extra onion in Pune,Onion,0.07140027731657028,0.9074652791023254,0.021134477108716965,neutral,False
2013-08-20,city.jaipur,Robbers escape with truck carrying onion; recovered after 2 hours,Onion,0.08624988794326782,0.3198680579662323,0.5938820838928223,negative,False
2013-08-20,city.jaipur,Onion to be sold for Rs 35 from cooperative stores,Onion,0.04570024088025093,0.9369007349014282,0.01739901676774025,neutral,False
2013-08-20,business.india-business,Onion prices show signs of cooling,Onion,0.5226399898529053,0.09007366001605988,0.38728630542755127,positive,False
2013-08-20,india,Lok Sabha adjourned thrice on onion price; Telangana; coalgate,Onion,0.013975453563034534,0.18139617145061493,0.8046284317970276,negative,False
2013-08-21,city.ludhiana,Netizens' take on 'exotic' onion,Onion,0.05290699005126953,0.5549711585044861,0.392121821641922,neutral,False
2013-08-21,city.chandigarh,Onion story not that much of a tearjerker,Onion,0.03707078844308853,0.892105758190155,0.07082340866327286,neutral,False
2013-08-22,city.hyderabad,Onion touches Rs 80 in Vizag,Onion,0.3398732841014862,0.5285232067108154,0.13160355389118195,neutral,False
2013-08-22,city.jaipur,Soaring onion prices bring tears to cultivators,Onion,0.03675944358110428,0.04974142089486122,0.9134991765022278,negative,False
2013-08-22,city.jaipur,As onion prices soar; kachoris become bitter,Onion,0.06578737497329712,0.8671085834503174,0.06710397452116013,neutral,False
2013-08-22,city.ludhiana,Onion story not that much of a tearjerker,Onion,0.03707078844308853,0.892105758190155,0.07082340866327286,neutral,False
2013-08-22,city.visakhapatnam,Onion price touches Rs 80 in parts of Visakhapatnam,Onion,0.1657751500606537,0.7807426452636719,0.05348219349980354,neutral,False
2013-08-23,city.goa,Tears of joy as onion prices drop,Onion,0.1808030754327774,0.7190223336219788,0.10017459839582443,neutral,False
2013-08-23,city.delhi,Government to sell onion at Rs 40 onions,Onion,0.06611676514148712,0.9210211634635925,0.012862065806984901,neutral,False
2013-08-23,city.nashik,Marginal decline in onion prices at Lasalgaon Agriculture Produce Market Committee,Onion,0.02463442273437977,0.015890609472990036,0.9594749808311462,negative,False
2013-08-23,city.nashik,Onion import decision wrong: Experts,Onion,0.03306436538696289,0.14542466402053833,0.8215109705924988,negative,False
2013-08-23,city.nashik,Fire destroys 300 quintals of onion gutted,Onion,0.019880594685673714,0.31333038210868835,0.6667889952659607,negative,False
2013-08-24,india,Onion traders made Rs 150 crore in four days,Onion,0.10229001194238663,0.8564817905426025,0.041228167712688446,neutral,False
2013-08-25,india,States ignored Nafed's June offer to book onion stocks,Onion,0.06594390422105789,0.2568972706794739,0.677158772945404,negative,False
2013-08-25,city.jaipur,Robbers escape with truck carrying onion in Nagaur,Onion,0.059071753174066544,0.3300947844982147,0.610833466053009,negative,False
2013-08-26,city.nagpur,Arrivals from Andhra ease onion rates,Onion,0.2543524503707886,0.21660467982292175,0.5290428996086121,negative,False
2013-08-26,city.aurangabad,As onion prices rise hotels switch to cucumber carrot for complimentary items,Onion,0.04932533949613571,0.9090093970298767,0.041665297001600266,neutral,False
2013-08-28,city.patna,Stopped eating onion? Doctors advise otherwise,Onion,0.08522781729698181,0.8268318772315979,0.08794032782316208,neutral,False
2013-08-28,city.delhi,BJP's onion attack in House fails to rattle govt,Onion,0.1157626062631607,0.19271905720233917,0.6915183663368225,negative,False
2013-08-28,city.mumbai,Onion festoons at dahi handi to focus on inflation,Onion,0.04754290357232094,0.8634014129638672,0.0890556052327156,neutral,False
2013-08-29,city.nashik,Largest onion market halts auction,Onion,0.01613633893430233,0.2186659276485443,0.76519775390625,negative,False
2013-08-30,business.india-business,Onion auction resumes in Lasalgaon,Onion,0.029053958132863045,0.9283879399299622,0.04255805164575577,neutral,False
2013-08-30,city.delhi,HC directs govt to check onion price,Onion,0.05648486688733101,0.8860301375389099,0.05748497322201729,neutral,False
2013-09-01,city.kanpur,District magistrates ordered to to check onion price hike,Onion,0.045429777354002,0.21658176183700562,0.7379884123802185,negative,False
2013-09-03,city.pune,Onion prices likely to drop in two weeks,Onion,0.014798098243772984,0.04209079593420029,0.9431111812591553,negative,False
2013-09-06,city.nagpur,Onion selling at Rs 60 per kg in retail markets,Onion,0.06527642905712128,0.9061340689659119,0.028589460998773575,neutral,False
2013-09-08,city.mumbai,Onion prices to stay high till Sept end,Onion,0.6447269916534424,0.3403383791446686,0.014934615232050419,positive,False
2013-09-08,city.nashik,Govt's stand on onion's status helps hoarding,Onion,0.5896000266075134,0.34507495164871216,0.06532500684261322,positive,False
2013-09-11,city.nashik,Onion prices stay at Rs 4;300 per quintal,Onion,0.029430914670228958,0.9323678612709045,0.03820125013589859,neutral,False
2013-09-12,city.nashik,Onion prices continue to rise at Lasalgaon,Onion,0.03060208074748516,0.036065489053726196,0.9333325028419495,negative,True
2013-09-14,city.nashik,Onion prices hit all-time high at Lasalgaon,Onion,0.9260251522064209,0.051828645169734955,0.022146115079522133,positive,False
2013-09-17,business.india-business,Onion prices soar to Rs 5;300 a quintal in Lasalgaon,Onion,0.02279701642692089,0.09366988390684128,0.8835331201553345,negative,True
2013-09-17,city.pune,Onion prices hover around Rs 70 per kg,Onion,0.08042927086353302,0.8837317228317261,0.0358390137553215,neutral,False
2013-09-18,city.delhi,Crop shortage pulls onion to Rs 80/kg,Onion,0.4992768466472626,0.07616567611694336,0.42455753684043884,positive,False
2013-09-18,india,Onion price rise may be due to hoarding: Centre,Onion,0.031568266451358795,0.43067362904548645,0.5377581119537354,negative,False
2013-09-18,city.mumbai,Sharad Pawar's speculation leads to onion price increase yet again,Onion,0.9345930218696594,0.043926920741796494,0.021480023860931396,positive,False
2013-09-18,city.madurai,Spiralling onion prices take the fizz off in eateries,Onion,0.03548640012741089,0.09891941398382187,0.8655941486358643,negative,False
2013-09-18,city.ludhiana,Onion price story again a tearjerker,Onion,0.0630049780011177,0.5855907201766968,0.3514042794704437,neutral,False
2013-09-19,business.india-business,90% of onion stocks over; hoarders could look to make a killing,Onion,0.13445442914962769,0.8415409326553345,0.024004599079489708,neutral,False
2013-09-20,city.indore,Onion prices leave households teary-eyed,Onion,0.0128828976303339,0.07196400314569473,0.9151530861854553,negative,False
2013-09-20,city.ahmedabad,High prices cut onion use by 40%,Onion,0.015008551068603992,0.020426632836461067,0.9645648002624512,negative,False
2013-09-20,business.india-business,Centre's advisory to states on onion prices falling on deaf ears,Onion,0.07113555073738098,0.28841128945350647,0.6404531598091125,negative,False
2013-09-20,city.kolhapur,Delay in arrival of fresh stocks to market likely to keep onion prices high,Onion,0.023549577221274376,0.04998518526554108,0.9264652132987976,negative,False
2013-09-20,city.bhopal,Madhya Pradesh govt refuses to take blame for spiralling onion prices,Onion,0.04281364753842354,0.11796029657125473,0.8392260074615479,negative,False
2013-09-20,business.india-business,Onion price stays high despite wholesale dip,Onion,0.8251461386680603,0.14526939392089844,0.029584525153040886,positive,False
2013-09-21,city.delhi,Maharashtra to bail Delhi out of onion chaos,Onion,0.22720561921596527,0.5687783360481262,0.20401601493358612,neutral,False
2013-09-21,business.india-business,Wholesale onion prices drop in Lasalgaon,Onion,0.012624378316104412,0.02498818188905716,0.9623874425888062,negative,False
2013-09-21,city.mumbai,Maharashtra denies onion hoarding by farmers; sniffs retail cartel,Onion,0.05239291489124298,0.8161329030990601,0.13147416710853577,neutral,False
2013-09-21,city.mumbai,Pricier oil; eggs; milk add to common man's onion tears,Onion,0.03212437778711319,0.9290493726730347,0.03882620856165886,neutral,False
2013-09-21,city.ludhiana,Expect onion back on palette in Oct,Onion,0.06442613154649734,0.9094021320343018,0.02617175318300724,neutral,False
2013-09-21,city.hubballi,Angry onion growers block highway over price crash,Onion,0.014081427827477455,0.08234445750713348,0.9035741686820984,negative,False
2013-09-21,city.indore,Lack of storage encourages onion black-marketing: Minister,Onion,0.021364528685808182,0.43369919061660767,0.5449362993240356,negative,False
2013-09-22,india,Pakistani traders profit from India's onion crisis as Maharashtra blames retailers,Onion,0.612312376499176,0.11083325743675232,0.2768543064594269,positive,False
2013-09-22,city.hyderabad,Rains to send onion prices soaring,Onion,0.10311560332775116,0.3488750457763672,0.5480093359947205,negative,False
2013-09-22,business.india-business,Competition Commission of India seeks information from state governments as onion prices soar,Onion,0.054362017661333084,0.9299048185348511,0.01573316566646099,neutral,False
2013-09-23,city.jaipur,Onion price set to skyrocket; wholesalers expect dip only in November,Onion,0.5985983610153198,0.15210074186325073,0.24930089712142944,positive,False
2013-09-23,india,Do prices of onion and tomato have nothing to do with government?,Onion,0.02671237289905548,0.8495989441871643,0.12368866056203842,neutral,False
2013-09-24,city.madurai,History-sheeter done to death in onion market,Onion,0.053358469158411026,0.5438812375068665,0.40276026725769043,neutral,False
2013-09-25,city.pune,Onion supply up; prices set to fall,Onion,0.03895131126046181,0.10564464330673218,0.8554040789604187,negative,True
2013-09-27,city.nashik,Average onion rates up 11% at Lasalgaon,Onion,0.9512709975242615,0.03141511604189873,0.017313919961452484,positive,False
2013-09-28,business.india-business,Onion prices decline 7.69% in Lasalgaon APMC,Onion,0.010010101832449436,0.029460899531841278,0.960529088973999,negative,False
2013-09-29,city.ahmedabad,Rains hit onion crop; hold up new arrivals,Onion,0.06439031660556793,0.07549702376127243,0.860112726688385,negative,False
2013-09-29,city.jaipur,Onion price set to skyrocket; wholesalers expect dip only in November,Onion,0.5985983610153198,0.15210074186325073,0.24930089712142944,positive,False
2013-10-01,city.nashik,Kharif crop fails to rein in onion prices,Onion,0.062438204884529114,0.07379786670207977,0.8637639880180359,negative,False
2013-10-01,unknown,ET: Why onion prices will singe consumers again,Onion,0.0470767542719841,0.6998422741889954,0.2530810236930847,neutral,False
2013-10-02,city.nashik,Onion prices decline by 12.94%,Onion,0.024374021217226982,0.04813224449753761,0.9274937510490417,negative,False
2013-10-04,city.nashik,Onion prices up by 7.5%,Onion,0.046109091490507126,0.05828627571463585,0.8956046104431152,negative,True
2013-10-05,city.nashik,Nabard starts pilot project for better onion crop; storage; sale,Onion,0.7569977045059204,0.23363041877746582,0.009371889755129814,positive,False
2013-10-09,city.nashik,Onion prices see sharp jump of 12% at Lasalgaon,Onion,0.02750825136899948,0.03947532922029495,0.9330164194107056,negative,True
2013-10-10,city.nashik,Onion prices up with decline in arrival of crop,Onion,0.1768254190683365,0.045148592442274094,0.7780259847640991,negative,False
2013-10-10,city.rajkot,Onion prices to remain high,Onion,0.6337001323699951,0.3120155334472656,0.054284319281578064,positive,False
2013-10-11,city.nashik,Onion prices dip over 4%,Onion,0.0613134391605854,0.07007443904876709,0.8686120510101318,negative,False
2013-10-15,city.mumbai,Wholesale onion prices up 19 over 1 working day,Onion,0.05594105273485184,0.04731672257184982,0.8967421650886536,negative,True
2013-10-15,india,After minor dip; onion prices on the rise again,Onion,0.11428119987249374,0.06587335467338562,0.8198454976081848,negative,True
2013-10-15,city.nashik,Onion prices soar again at Lasalgaon,Onion,0.17931470274925232,0.15251733362674713,0.6681679487228394,negative,True
2013-10-15,blogs,Pyaralal Raghavan: How the lowly onion humbled the mighty UPA,Onion,0.17900031805038452,0.7665205597877502,0.05447915196418762,neutral,False
2013-10-16,city.ahmedabad,I-T searches offices of builders; onion trader,Onion,0.023371202871203423,0.9364038109779358,0.04022492095828056,neutral,False
2013-10-16,city.ahmedabad,Thali cost up; onion rates bring tears to eyes,Onion,0.05572650581598282,0.07319502532482147,0.8710784912109375,negative,False
2013-10-16,city.mumbai,Onion; potato prices on an upward spiral again,Onion,0.11080800741910934,0.6841225028038025,0.20506951212882996,neutral,False
2013-10-18,city.nashik,Onion price rises in Lasalgaon,Onion,0.2691270112991333,0.11797580868005753,0.6128971576690674,negative,False
2013-10-19,city.lucknow,Onion leads green surge in Lucknow; yet again,Onion,0.8539366126060486,0.12657737731933594,0.019486023113131523,positive,False
2013-10-19,city.nashik,Onion prices hit all-time high at Lasalgaon,Onion,0.9260251522064209,0.051828645169734955,0.022146115079522133,positive,False
2013-10-19,business.india-business,Onion prices hit all-time high at Lasalgaon,Onion,0.9260251522064209,0.051828645169734955,0.022146115079522133,positive,False
2013-10-21,city.bhopal,Political parties are silent over over rising onion prices,Onion,0.04947098344564438,0.15301871299743652,0.7975102663040161,negative,False
2013-10-22,city.nashik,Fresh crop in; onion prices drop at Lasalgaon,Onion,0.01656157337129116,0.025680897757411003,0.9577574729919434,negative,False
2013-10-22,city.guwahati,Onion prices continue to bring tears to people's eyes,Onion,0.017519520595669746,0.0688285231590271,0.9136518836021423,negative,False
2013-10-22,city.delhi,Delhi: Onion prices touch Rs 90 per kg; may hit Rs 100 soon,Onion,0.35037001967430115,0.6052039265632629,0.0444260910153389,neutral,False
2013-10-22,business.india-business,Delhi: Onion prices touch Rs 90 per kg; may hit Rs 100 soon,Onion,0.35037001967430115,0.6052039265632629,0.0444260910153389,neutral,False
2013-10-23,city.delhi,Onion prices to dip next week: CM,Onion,0.01741946116089821,0.046468235552310944,0.9361122846603394,negative,False
2013-10-23,city.jaipur,Onion prices bring tears ahead of festive season,Onion,0.053968120366334915,0.26635950803756714,0.679672360420227,negative,False
2013-10-23,city.patna,Onion costlier than petrol; sells at Rs100/kg,Onion,0.3650737702846527,0.6219608783721924,0.012965373694896698,neutral,False
2013-10-23,city.nashik,Onion mapping to enter 4th year,Onion,0.0949336364865303,0.8355138301849365,0.06955255568027496,neutral,False
2013-10-23,india,Panic grips Union govt as onion price hits Rs 100 a kg,Onion,0.05716009810566902,0.21650876104831696,0.7263311743736267,negative,False
2013-10-23,city.pune,Onion prices likely to fall after Diwali,Onion,0.0367329977452755,0.06917234510183334,0.8940946459770203,negative,False
2013-10-23,city.chandigarh,Onion prices skyrocket to Rs 90 per kg,Onion,0.1690322607755661,0.0925164744257927,0.7384513020515442,negative,False
2013-10-24,india,Onion crisis to last 2-3 weeks: Pawar,Onion,0.03624631091952324,0.5343168377876282,0.4294368624687195,neutral,False
2013-10-24,city.lucknow,Govt to blame for high onion prices: BJP,Onion,0.021560363471508026,0.15715254843235016,0.8212870359420776,negative,False
2013-10-24,city.lucknow,Onion consumption drops 60% in Lucknow,Onion,0.008021224290132523,0.021329430863261223,0.970649242401123,negative,False
2013-10-24,india,Rush for onion cultivation in Kullu,Onion,0.18517231941223145,0.8013875484466553,0.013440195471048355,neutral,False
2013-10-24,city.mumbai,Onion at Rs 80; Pawar says no pre-Diwali relief,Onion,0.05296890065073967,0.8636065721511841,0.08342456817626953,neutral,False
2013-10-24,india,Monopoly of wholesale traders behind onion price rise; govt officials say,Onion,0.034230176359415054,0.08075451105833054,0.8850153088569641,negative,False
2013-10-24,city.delhi,Sheila Dikshit promises drop in onion price today,Onion,0.011011835187673569,0.03534603491425514,0.9536422491073608,negative,False
2013-10-24,city.delhi,Crop loss or hoarding Peeling onion crisis not easy,Onion,0.03109431080520153,0.8976585268974304,0.0712471455335617,neutral,False
2013-10-24,city.chennai,Onion prices drop in Tamil Nadu but northern states weep,Onion,0.013327307067811489,0.038063760846853256,0.9486089944839478,negative,False
2013-10-24,city.ranchi,Vegetable prices compete with onion,Onion,0.16662225127220154,0.8191376328468323,0.014240140095353127,neutral,False
2013-10-24,city.goa,Onion prices again touch Rs 70/kg in Goa,Onion,0.47302696108818054,0.3045092523097992,0.22246377170085907,positive,False
2013-10-24,city.nashik,Wholesale onion prices stabilise at Lasalgaon,Onion,0.8139727711677551,0.16639958322048187,0.019627666100859642,positive,False
2013-10-24,india,Centre gives Maharashtra Rs 921.98 crore to compensate loss of onion farmers,Onion,0.38524651527404785,0.5639693140983582,0.0507841631770134,neutral,False
2013-10-24,india,Onion shortage temporary; government says,Onion,0.10540218651294708,0.05773482471704483,0.8368629813194275,negative,False
2013-10-25,city.bengaluru,Cold storages for onion; chillies in the offing,Onion,0.058764588087797165,0.7763950228691101,0.16484034061431885,neutral,False
2013-10-25,india,Jharkhand BJP leaders apply for 'Onion Loan',Onion,0.18640808761119843,0.7733182311058044,0.04027371481060982,neutral,False
2013-10-25,city.ahmedabad,Now; CCTVs work as 24x7 onion guards!,Onion,0.04564454406499863,0.935940682888031,0.018414760008454323,neutral,False
2013-10-25,city.nashik,Delhi team in Nashik to assess onion prices,Onion,0.16627731919288635,0.7556249499320984,0.07809772342443466,neutral,False
2013-10-25,city.mumbai,New onion supplies arrive in Mumbai; but price still at Rs 60-65,Onion,0.22833697497844696,0.7368564009666443,0.03480667620897293,neutral,False
2013-10-25,city.nashik,Onion prices continue to decline at Lasalgaon,Onion,0.008836010470986366,0.02208680287003517,0.9690771698951721,negative,False
2013-10-25,unknown,Onion Crisis: Best Substitutes for Onions,Onion,0.06561771780252457,0.8900527358055115,0.044329527765512466,neutral,False
2013-10-25,city.kanpur,27 trucks of onion arrive from Maharashtra,Onion,0.19776645302772522,0.7854795455932617,0.01675402745604515,neutral,False
2013-10-25,india,Onion prices to come down in next 10 days; food minister says,Onion,0.009199990890920162,0.043946731835603714,0.9468532800674438,negative,False
2013-10-26,city.kolkata,Potato goes the onion way; govt freezes price,Onion,0.05633864179253578,0.6793130040168762,0.2643483877182007,neutral,False
2013-10-26,india,Onion crisis will be over in 10 days: Tariq Anwar,Onion,0.03670410439372063,0.9180989861488342,0.04519694298505783,neutral,False
2013-10-26,city.mumbai,Maharashtra CM charts onion solution for Delhi; forgets Mumbai,Onion,0.042855266481637955,0.6499459743499756,0.30719876289367676,neutral,False
2013-10-26,city.thiruvananthapuram,No tears: Onion now their pet hate,Onion,0.056843046098947525,0.871843695640564,0.07131321728229523,neutral,False
2013-10-27,city.delhi,Onion prices tamed but meat turns dear,Onion,0.2837195098400116,0.6318504214286804,0.08443009853363037,neutral,False
2013-10-27,city.delhi,CM speaks out on onion issue to take edge off the pinch,Onion,0.1736014187335968,0.7191827297210693,0.10721588879823685,neutral,False
2013-10-27,city.mumbai,Price of tomato rises in tandem with onion,Onion,0.02944994531571865,0.3603009581565857,0.6102491021156311,negative,True
2013-10-27,city.nashik,Jittery over onion crisis; Delhi govt turns to Nashik in election run-up,Onion,0.03486703336238861,0.13551251590251923,0.8296204209327698,negative,False
2013-10-27,city.kochi,Eateries return to 'nadan' style as onion prices soar,Onion,0.4043406546115875,0.5629106163978577,0.03274871036410332,neutral,False
2013-10-28,city.ahmedabad,Tomato joins onion in price race; gravy in trouble,Onion,0.06827114522457123,0.8064089417457581,0.12531991302967072,neutral,False
2013-10-29,city.ahmedabad,Wholesale onion prices fall by Rs 15 to touch Rs 50 per kg,Onion,0.010569041594862938,0.045416418462991714,0.9440144896507263,negative,False
2013-10-30,city.nashik,Onion markets heading for a glut,Onion,0.05096163600683212,0.12668241560459137,0.8223559260368347,negative,False
2013-11-01,city.nashik,Lasalgaon onion rates dip further,Onion,0.0928603857755661,0.125484898686409,0.7816547155380249,negative,False
2013-11-01,city.noida,Onion costs less; potato and tomato prices go up,Onion,0.078876793384552,0.2187844216823578,0.7023387551307678,negative,True
2013-11-01,city.nagpur,After onion; now potato turns pricey,Onion,0.0724058449268341,0.876814603805542,0.05077958479523659,neutral,False
2013-11-01,city.varanasi,Cops bust inter-state gang of onion looters,Onion,0.024622837081551552,0.17008906602859497,0.8052880167961121,negative,False
2013-11-02,city.ranchi,After onion; potato prices on festive rally,Onion,0.10627038031816483,0.8609791994094849,0.03275037929415703,neutral,False
2013-11-02,india,Gang loots onion truck; kills driver and cleaner in UP,Onion,0.01068115234375,0.05982289835810661,0.9294959306716919,negative,False
